Processes: 906 total, 2 running, 904 sleeping, 3777 threads 
2026/06/18 23:30:46
Load Avg: 1.61, 2.59, 4.18 
CPU usage: 3.61% user, 13.5% sys, 83.33% idle 
SharedLibs: 1096M resident, 185M data, 317M linkedit.
MemRegions: 288673 total, 5256M resident, 549M private, 2840M shared.
PhysMem: 20G used (2435M wired, 3334M compressor), 3577M unused.
VM: 380T vsize, 6144M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 54343211/45G in, 58823274/49G out.
Disks: 24917648/473G read, 25410543/569G written.

PID    COMMAND          %CPU TIME     #TH   #WQ  #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT    MSGRECV    SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES JETPRI USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
21275  ControlCenterHel 0.0  00:00.16 3     1    150    6144K 0B    1744K 21275 1     sleeping *0[33]      0.00000 0.00000    501 1954      158    905        339        3530       2307       1459       23      1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21244  backgroundassets 0.0  00:02.92 2     1    58     2928K 0B    1376K 21244 1     sleeping *0[3]       0.00000 0.00000    501 30196     110    19320      7131       68200      66204      64614      117     39       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21230  extensionkitserv 0.0  00:23.17 2     1    46     4544K 0B    1280K 21230 1     sleeping  0[0]       0.00000 0.00000    501 32284     112    12490      5372       306593     34568      126482     5       15       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21229  mlhostd          0.0  00:16.07 2     1    149    5536K 0B    1008K 21229 1     sleeping *0[655]     0.00000 0.00000    501 34262     154    136660     121796     375609     333499     167810     507     45       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21218  MessagesBlastDoo 0.0  00:00.63 2     1    28     4096K 0B    3776K 21218 1     sleeping  0[0]       0.00000 0.00000    501 6038      150    1878       1168       1618       1782       2341       2493    2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21217  businessservices 0.0  00:00.64 2     1    76     4832K 0B    2224K 21217 1     sleeping *0[7]       0.00000 0.00000    501 9851      142    913        650        14728      3137       6001       355     8        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21216  CloudTelemetrySe 0.0  00:01.60 2     1    38     4000K 0B    2352K 21216 1     sleeping  0[0]       0.00000 0.00000    501 7793      114    482        553        65445      1346       14488      40      36       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21215  com.apple.Safari 0.0  00:29.26 2     1    69     6224K 0B    2288K 21215 1     sleeping *0[319]     0.00000 0.00000    501 66079     144    5170       3130       296056     9478       92440      2878    291      0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21103  IMAutomaticHisto 0.0  00:00.47 2     1    67     4592K 0B    2416K 21103 1     sleeping  0[0]       0.00000 0.00000    501 10244     145    3032       3237       13036      11655      5788       99      2        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21004  XProtectUpdateSe 0.0  00:00.40 3     2    71     3968K 0B    3552K 21004 1     sleeping  0[0]       0.00000 0.00000    0   7859      118    628        865        8445       2167       2792       170     2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
21002  powerdatad       0.0  00:02.16 2     1    77     5792K 0B    3456K 21002 1     sleeping  0[0]       0.00000 0.00000    0   15093     123    13887      7226       41459      19960      13699      255     5        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
20991  ASPCarryLog      0.0  00:26.15 2     1    73     3888K 0B    1904K 20991 1     sleeping *0[237]     0.00000 0.00000    0   14403     121    304024     152398     152591     200715     72127      856     5        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
20989  tzd              0.0  00:00.18 2     1    51     2688K 0B    2400K 20989 1     sleeping *0[3]       0.00000 0.00000    0   3645      97     354        225        3480       1294       1091       46      0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
20941  stickersd        0.0  00:00.68 2     1    77     6320K 0B    5632K 20941 1     sleeping *0[29]      0.00000 0.00000    501 9939      134    1561       1390       22067      4838       8567       89      10       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20906  CloudTelemetrySe 0.0  00:01.50 2     1    38     3936K 0B    2304K 20906 1     sleeping  0[0]       0.00000 0.00000    501 7692      114    482        562        64832      1341       13743      37      36       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20905  GroupSessionServ 0.0  00:00.17 2     1    57     3408K 0B    1664K 20905 1     sleeping *5[5]       0.00000 0.00000    501 5188      123    1607       1494       7339       4395       3409       70      3        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20903  privatecloudcomp 0.0  00:01.71 2     1    86     5920K 0B    1472K 20903 1     sleeping *0[37]      0.00000 0.00000    501 12029     177    1232       905        61164      3519       27610      250     276      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20891  AppleIntelligenc 0.0  00:12.76 2     1    63     6192K 0B    656K  20891 1     sleeping *0[7]       0.00000 0.00000    501 39219     160    8386       3040       131842     23020      38423      1851    0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20890  ScreenTimeSettin 0.0  00:00.49 2     1    63     7744K 0B    6016K 20890 1     sleeping *0[178]     0.00000 0.00000    501 8959      134    670        1125       16585      3516       7167       76      7        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20889  cfprefsd         0.0  00:00.88 2     1    25     1984K 0B    816K  20889 1     sleeping *0[1380]    0.00000 0.00000    242 5095      89     2255       2486       42719      5793       5287       2       5        0.0   0      0      0      _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
20885  ciphermld        0.0  00:00.40 2     1    56     4656K 0B    1696K 20885 1     sleeping *0[29]      0.00000 0.00000    501 7833      143    457        433        12059      2214       5014       132     5        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20884  cfprefsd         0.0  00:00.70 2     1    32     2112K 0B    832K  20884 1     sleeping *0[730]     0.00000 0.00000    200 5159      91     1565       1802       31561      4436       4321       2       6        0.0   0      0      0      _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
20872  secd             0.0  00:05.88 2     1    75     5201K 256K  1536K 20872 1     sleeping *0[1]       0.00000 0.00000    278 15967     127    116608     110022     151742     261083     85066      92      65       0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
20871  ManagedSettingsS 0.0  00:00.12 2     1    40     3472K 0B    3104K 20871 1     sleeping  0[0]       0.00000 0.00000    501 1941      105    178        309        1036       682        686        6       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20870  ASConfigurationS 0.0  00:00.13 2     1    39     3680K 0B    3312K 20870 1     sleeping  0[0]       0.00000 0.00000    501 2218      111    206        324        1038       707        745        5       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20869  ManagementTestSu 0.0  00:00.12 2     1    33     2832K 0B    2528K 20869 1     sleeping  0[0]       0.00000 0.00000    501 1872      97     167        306        965        640        678        4       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20868  ManagedAppsSubsc 0.0  00:00.10 2     1    30     3104K 0B    2784K 20868 1     sleeping  0[0]       0.00000 0.00000    501 980       107    162        66         622        310        305        20      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20857  AccountSubscribe 0.0  00:00.17 2     1    31     3536K 0B    2208K 20857 1     sleeping *0[165]     0.00000 0.00000    501 3177      105    169        281        3303       538        1438       10      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20856  PasscodeSettings 0.0  00:00.09 2     1    30     2912K 0B    2608K 20856 1     sleeping  0[0]       0.00000 0.00000    501 908       101    157        63         584        293        413        8       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20854  LegacyProfilesSu 0.0  00:00.11 2     1    30     2912K 0B    2608K 20854 1     sleeping  0[0]       0.00000 0.00000    501 904       101    157        63         566        293        382        7       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20851  containermanager 0.0  00:00.21 2     1    35     2736K 0B    1760K 20851 1     sleeping *0[9]       0.00000 0.00000    278 3203      99     1150       879        2509       2967       2302       3       0        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
20849  ScreenSharingSub 0.0  00:00.13 2     1    33     3504K 0B    3168K 20849 1     sleeping  0[0]       0.00000 0.00000    501 2020      111    182        308        1039       682        605        19      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20848  trustd           0.0  00:03.14 2     1    68     6480K 512K  2704K 20848 1     sleeping *0[45]      0.00000 0.00000    278 19913     122    1217       2078       78739      8990       29403      244     184      0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
20847  InteractiveLegac 0.0  00:00.10 2     1    30     3008K 0B    2704K 20847 1     sleeping  0[0]       0.00000 0.00000    501 913       101    157        63         588        293        364        9       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20846  cfprefsd         0.0  00:01.28 2     1    38     2240K 0B    800K  20846 1     sleeping *0[1269]    0.00000 0.00000    278 12033     91     3155       4744       45563      14379      8747       2       5        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
20845  SecuritySubscrib 0.0  00:00.08 2     1    33     2960K 0B    2640K 20845 1     sleeping  0[0]       0.00000 0.00000    501 1834      101    167        305        911        638        595        10      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20844  secinitd         0.0  00:00.50 2     1    44     3248K 0B    2992K 20844 1     sleeping *0[9]       0.00000 0.00000    278 2839      107    270        369        2210       829        1883       3       2        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
20843  com.apple.geod   0.0  00:18.64 3     1    77     6848K 0B    1616K 20843 1     sleeping *0[168]     0.00000 0.00000    278 81107     147    5555       3807       311419     11556      164025     476     723      0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
20842  SafariConfigurat 0.0  00:00.08 2     1    42     3696K 0B    3312K 20842 1     sleeping *0[1]       0.00000 0.00000    501 2154      105    204        318        1130       713        423        10      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20841  managedcorespotl 0.0  00:03.93 4     2    141    8321K 0B    6016K 20841 1     sleeping *0[252]     0.00000 0.00000    501 35860     153    9261       12566      175196     37370      81723      156     51       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20840  RemoteManagement 0.0  00:00.35 2     1    64     4656K 0B    3008K 20840 1     sleeping *0[6]       0.00000 0.00000    501 5945      123    451        471        8279       1284       4227       125     11       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20839  cfprefsd         0.0  00:00.82 2     1    32     2144K 0B    848K  20839 1     sleeping *0[1289]    0.00000 0.00000    294 9099      91     2125       3185       38633      9675       6816       3       4        0.0   0      0      0      _audiomxd              N/A    N/A   N/A   N/A   N/A   N/A  
20827  mmaintenanced    0.0  00:00.24 2     1    42     3008K 0B    1536K 20827 1     sleeping  0[0]       0.00000 0.00000    0   6494      102    365        480        7196       1065       4301       104     13       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
20826  SafariBookmarksS 0.0  00:28.77 3     2    89     7137K 0B    4832K 20826 1     sleeping *0[1]       0.00000 0.00000    501 116154    153    4006       4164       1093727    16726      672056     385     2828     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20820  XProtect         0.0  00:00.45 2     1    55     2736K 0B    816K  20820 1     sleeping  0[0]       0.00000 0.00000    501 7604      92     1193       750        9033       4548       5158       54      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20819  griddatad        0.0  00:00.40 2     1    68     5040K 0B    4704K 20819 1     sleeping  0[0]       0.00000 0.00000    0   8045      143    566        425        5452       1609       2626       143     0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
20818  XProtect         0.0  00:00.47 2     1    51     2640K 0B    768K  20818 1     sleeping  0[0]       0.00000 0.00000    0   7824      91     1176       756        9444       4532       5524       49      3        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
20807  PasswordBreachAg 0.0  00:00.92 2     1    75     4944K 0B    3856K 20807 1     sleeping  0[0]       0.00000 0.00000    501 6374      138    611        491        31713      1631       12959      76      98       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20796  managedappdistri 0.0  00:10.95 2     1    230    8321K 0B    5184K 20796 1     sleeping *0[268]     0.00000 0.00000    501 52275     189    8217       9301       413739     40582      92636      1638    322      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20795  intelligenceplat 0.0  00:01.70 2     1    90     8992K 0B    6768K 20795 1     sleeping *34[4]      0.00000 0.00000    501 12272     190    1883       1907       33782      10872      8591       232     3        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20772  intelligencetask 0.0  00:00.23 2     1    36     3104K 0B    1312K 20772 1     sleeping *0[5]       0.00000 0.00000    501 4833      104    264        152        4957       455        3773       25      6        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20760  MTLCompilerServi 0.0  00:00.34 2     1    34     14M   0B    14M   20760 1     sleeping *0[29]      0.00000 0.00000    501 5875      117    213        346        2055       774        562        9       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20759  MTLCompilerServi 0.0  00:00.30 2     1    34     14M   0B    14M   20759 1     sleeping *0[48]      0.00000 0.00000    501 4564      117    234        365        2048       803        669        7       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20746  PowerChime       0.0  00:15.08 10    5    402    25M   0B    16M   20746 1     sleeping *0[1]       0.00000 0.00000    501 124974    256    186297     109249     577264     571516     419752     60      47       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
20119  containermanager 0.0  00:00.13 2     1    35     2864K 0B    1872K 20119 1     sleeping *0[379]     0.00000 0.00000    0   2872      99     1124       861        2262       2975       2314       3       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
20118  com.apple.geod   0.0  00:44.11 3     1    74     6961K 16K   1088K 20118 1     sleeping *0[379]     0.00000 0.00000    0   79667     145    38731      21347      942501     74667      338921     385     854      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
19960  AutoFillPanelSer 0.0  00:03.82 4     2    191    12M   0B    6080K 19960 1     sleeping *0[1]       0.00000 0.00000    501 22571     268    37556      17455      86824      123634     74255      18      12       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
19753  PlugInLibrarySer 0.0  00:00.07 2     1    26     2032K 0B    1792K 19753 1     sleeping *0[277]     0.00000 0.00000    501 2400      87     424        340        2940       813        442        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
16350  plugin-container 0.0  00:16.91 24    1    107    210M  0B    16M   2054  2054  sleeping *0[2]       0.00000 0.00000    501 69196     1053   3762       2693       657043     13149      249987     16      40       0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
15687  containermanager 0.0  00:00.18 2     1    41     2912K 0B    1920K 15687 1     sleeping *0[3]       0.00000 0.00000    24  2828      100    1049       762        2767       2562       1471       18      2        0.0   0      0      0      _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
15686  trustd           0.0  00:01.88 2     1    61     6336K 224K  2992K 15686 1     sleeping *0[23]      0.00000 0.00000    24  15474     123    840        1742       38744      7111       12943      217     49       0.0   0      0      0      _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
15685  cfprefsd         0.0  00:00.75 2     1    36     2112K 0B    864K  15685 1     sleeping *0[674]     0.00000 0.00000    24  5822      91     1505       1783       30067      4558       4138       3       5        0.0   0      0      0      _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
15684  secinitd         0.0  00:00.38 2     1    44     3280K 0B    3024K 15684 1     sleeping *0[3]       0.00000 0.00000    24  2386      107    266        326        2020       750        752        2       2        0.0   0      0      0      _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
15683  distnoted        0.0  00:14.35 3     2    30     1632K 0B    720K  15683 1     sleeping *0[1]       0.00000 0.00000    24  27215     87     747        112543     1253192    114164     254949     3       69       0.0   0      0      40     _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
15682  com.apple.geod   0.0  00:16.64 3     1    79     6736K 0B    1600K 15682 1     sleeping *0[181]     0.00000 0.00000    24  66555     144    4912       3865       266713     11850      142883     469     708      0.0   0      0      0      _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
15673  wifivelocityd    0.0  00:02.35 2     1    80     4625K 0B    2224K 15673 1     sleeping *0[270]     0.00000 0.00000    0   8204      126    7121       2651       72910      18907      19617      46      11       0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
15536  com.apple.Notes. 0.0  00:00.40 4     3/1  69     6656K 0B    6176K 15536 1     sleeping *0[1]       0.00000 0.00000    501 4529      154    1203       667        7997       3166       2530       87      5        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
15437  naturallanguaged 0.0  00:03.91 5     3    89     9697K 0B    1072K 15437 1     sleeping *0[104]     0.00000 0.00000    501 5588      140    1164       594        54776      2293       17030      571     12       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
15413  plugin-container 0.0  00:03.50 22    1    100    20M   0B    8784K 2054  2054  sleeping *0[2]       0.00000 0.00000    501 12819     1050   1014       517        233941     1953       155649     17      50       0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
15237  MTLCompilerServi 0.0  00:00.27 2     1    28     16M   0B    16M   15237 1     sleeping *0[118]     0.00000 0.00000    0   4855      115    259        385        2301       785        563        39      2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
15100  SpeechSynthesisS 0.0  00:00.01 2     1    28     2000K 0B    1712K 15100 1     sleeping *0[1]       0.00000 0.00000    501 663       98     152        61         451        277        121        6       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
15066  plugin-container 0.0  01:10.99 24    1    104    51M   0B    12M   2054  2054  sleeping *0[2]       0.00000 0.00000    501 16922     1051   1389       707        358944     3688       426871     0       171      0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
14767  VTDecoderXPCServ 0.0  00:09.69 2     1    71     21M   0B    3664K 14767 1     sleeping *0[12]      0.00000 0.00000    501 87162     131    12550      8282       38113      24383      32920      7       6        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
14766  com.apple.audio. 0.0  00:00.03 2     1    26     2928K 0B    2544K 14766 1     sleeping *0[2]       0.00000 0.00000    501 1198      101    151        63         518        316        58         3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
13836  seputil          0.0  00:00.65 2     1    31     1760K 0B    1536K 13836 1     sleeping  0[0]       0.00000 0.00000    0   5592      87     3152       3038       18410      11122      16891      166     2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
12740  GameControllerCo 0.0  00:00.17 2     1    38     4224K 0B    3888K 12740 1     sleeping  0[0]       0.00000 0.00000    247 2471      101    200        298        1298       683        601        40      2        0.0   0      0      0      _gamecontrollerd       N/A    N/A   N/A   N/A   N/A   N/A  
12375  EAUpdaterService 0.0  00:00.15 2     1    42     2784K 0B    2448K 12375 1     sleeping  0[0]       0.00000 0.00000    278 2828      100    319        335        2281       1087       842        112     0        0.0   0      0      120    _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
11475  diagnosticservic 0.0  00:00.21 2     1    34     3328K 0B    2976K 11475 1     sleeping *0[16]      0.00000 0.00000    307 3151      111    245        373        4497       866        942        34      2        0.0   0      0      0      _diagnosticservicesd   N/A    N/A   N/A   N/A   N/A   N/A  
11464  PlugInLibrarySer 0.0  00:00.01 2     1    23     1856K 0B    1616K 11464 1     sleeping  0[0]       0.00000 0.00000    0   666       85     114        55         371        197        36         13      0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
10484  peopled          0.0  00:13.17 2     1    125    6785K 0B    2432K 10484 1     sleeping *0[148463]  0.00000 0.00000    501 27661     175    131236     114119     342381     318710     97667      137     30       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
10396  MTLCompilerServi 0.0  00:00.51 2     1    35     14M   0B    14M   10396 1     sleeping *0[9]       0.00000 0.00000    501 3360      117    220        356        2390       769        971        7       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
10395  MTLCompilerServi 0.0  00:00.68 2     1    34     15M   0B    15M   10395 1     sleeping *0[10]      0.00000 0.00000    501 3442      117    265        398        2582       851        1029       7       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
10139  weatherd         0.0  00:00.42 2     1    85     6240K 0B    4016K 10139 1     sleeping *0[254]     0.00000 0.00000    501 8397      180    709        1222       10918      3082       4417       102     3        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
10135  PlugInLibrarySer 0.0  00:00.04 2     1    27     1984K 0B    1728K 10135 1     sleeping  0[0]       0.00000 0.00000    501 844       87     158        74         543        280        65         3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
10134  lskdd            0.0  00:07.09 3     1    51     3248K 0B    2624K 10134 1     sleeping *0[19]      0.00000 0.00000    265 5318      106    139506     69705      92539      70215      93036      2381    901      0.0   0      0      0      _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
9903   com.apple.WebKit 0.0  00:00.10 4     2/1  62     11M   0B    8432K 9903  1     sleeping *2[11]      0.00000 0.00000    501 2481      179    2263       1074       3797       2218       837        598     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
9896   CSExattrCryptoSe 0.0  00:00.03 2     1    27     2784K 0B    2448K 9896  1     sleeping *0[2]       0.00000 0.00000    501 876       90     152        65         535        283        88         3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
9895   QuickLookUIServi 0.0  00:00.43 3     1    158    5953K 0B    1424K 9895  1     sleeping  0[847]     0.00000 0.00000    501 3126      155    5212       2203       13922      16004      7273       3       1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
9894   com.apple.appkit 0.0  00:06.38 7     5    342    41M   0B    21M   9894  1     sleeping  0[1311]    0.00000 0.00000    501 19165     385    58817      24549      168873     112264     55310      66      50       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
9884   plugin-container 0.0  01:59.31 27    1    115    607M  0B    52M   2054  2054  sleeping *0[2]       0.00000 0.00000    501 155465    1067   10426      8083       1415387    29960      705118     1       642      0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
9451   com.apple.audio. 0.0  00:00.04 2     1    26     2752K 0B    2352K 9451  1     sleeping *0[2]       0.00000 0.00000    501 1189      101    151        63         518        316        50         2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
9450   mediaanalysisd-a 0.0  00:00.94 2     1    55     6096K 0B    5680K 9450  1     sleeping *0[12]      0.00000 0.00000    501 2217      101    307        211        66328      1209       1227       2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
9403   mediaanalysisd   0.0  00:28.39 13    3    429    41M   7776K 18M   9403  1     sleeping *0[447]     0.00000 0.00000    501 155611    382    28511      15107      354053     70444      128817     47279   39       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8989   CredentialProvid 0.0  00:00.08 2     1    42     3344K 0B    1104K 8989  1     sleeping *0[42]      0.00000 0.00000    501 2811      100    756        581        3066       2020       994        9       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8939   homeenergyd      0.0  00:00.55 2     1    102    9761K 0B    9104K 8939  1     sleeping *0[3]       0.00000 0.00000    501 3329      290    522        248        10743      2172       3929       29      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8917   com.apple.ColorS 0.0  00:00.02 2     1    25     1600K 0B    1392K 8917  1     sleeping *0[2]       0.00000 0.00000    501 1437      85     148        316        1132       610        311        3       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8916   colorsync.userag 0.0  00:02.60 2     1    63     3088K 0B    2160K 8916  1     sleeping *0[1]       0.00000 0.00000    501 5979      316    4915       958        106907     11485      11136      9       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8898   VSCodium Helper  0.0  21:32.45 23    1    102    47M   0B    18M   8538  8538  sleeping *0[32235]   0.00000 0.00000    501 103245    2646   4906539    86096      21102917   18451547   14523073   146     467542   0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8855   knowledgeconstru 0.0  00:00.31 2     1    103    11M   0B    8480K 8855  1     sleeping *0[6]       0.00000 0.00000    501 2672      217    601        244        4401       1261       1318       16      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8850   QuickLookUIServi 0.0  00:04.62 3     1    161    6977K 0B    2112K 8850  1     sleeping  0[14505]   0.00000 0.00000    501 24373     155    78521      29827      126201     234869     83568      3       77       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8849   com.apple.appkit 0.0  04:32.44 4     2    427    55M   0B    15M   8849  1     sleeping *9749[5]    0.00000 0.00000    501 1649215   761    576348     604004     3383676    3154434    1672982    338     2730     0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8748   plugin-container 0.0  06:38.06 31    1    118    878M  0B    174M  2054  2054  sleeping *0[2]       0.00000 0.00000    501 528518    1151   23291      19598      5155760    93810      2399505    10      2635     0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8737   nsattributedstri 0.0  00:01.38 5     1    188    11M   0B    3488K 8737  1     sleeping *0[802]     0.00000 0.00000    501 17447     249    37273      15718      51167      65878      28208      8       26       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8734   ThemeWidgetContr 0.0  00:00.54 3     1    158    6544K 0B    1968K 8734  1     sleeping  0[1087]    0.00000 0.00000    501 3694      159    6724       2925       17158      20979      9166       3       1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8729   CredentialProvid 0.0  00:00.01 2     1    44     2704K 0B    2336K 8729  1     sleeping *0[1]       0.00000 0.00000    501 795       100    175        66         534        337        107        3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8728   com.apple.Safari 0.0  00:00.91 4     2    226    11M   0B    3712K 8728  1     sleeping  0[1626]    0.00000 0.00000    501 5056      264    10480      4503       27437      32875      14531      30      4        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
