Processes: 906 total, 2 running, 904 sleeping, 3777 threads 
2026/06/18 23:30:46
Load Avg: 1.61, 2.59, 4.18 
CPU usage: 3.61% user, 13.5% sys, 83.33% idle 
SharedLibs: 1096M resident, 185M data, 317M linkedit.
MemRegions: 288673 total, 5256M resident, 549M private, 2840M shared.
PhysMem: 20G used (2435M wired, 3334M compressor), 3577M unused.
VM: 380T vsize, 6144M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 54343211/45G in, 58823274/49G out.
Disks: 24917648/473G read, 25410543/569G written.

PID    COMMAND          %CPU TIME     #TH   #WQ  #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT    MSGRECV    SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES JETPRI USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
770    appleeventsd     0.0  00:02.97 2     1    400    3856K 0B    960K  770   1     sleeping *3[2270]    0.00000 0.00000    55  17342     99     29273      17292      143679     69967      38792      18      12       0.0   0      0      40     _appleevents           N/A    N/A   N/A   N/A   N/A   N/A  
769    IOUserBluetoothS 0.0  00:00.30 2     1    78     896K  0B    448K  769   1     sleeping  0[1]       0.00000 0.00000    270 979       60     7238       4779       5048       4948       9344       4       0        0.0   0      0      150    _driverkit             N/A    N/A   N/A   N/A   N/A   N/A  
768    aneuserd         0.0  00:00.38 2     1    60     2768K 0B    928K  768   1     sleeping *0[5]       0.00000 0.00000    296 6372      95     1016       1501       15536      3113       4208       77      2        0.0   0      0      0      _neuralengine          N/A    N/A   N/A   N/A   N/A   N/A  
767    IOUserBluetoothS 0.0  00:00.33 2     1    77     880K  0B    448K  767   1     sleeping  0[1]       0.00000 0.00000    270 978       60     7231       4774       5036       4940       10944      3       0        0.0   0      0      150    _driverkit             N/A    N/A   N/A   N/A   N/A   N/A  
766    systemsoundserve 0.0  00:12.74 5     1    210    7120K 208K  3312K 766   1     sleeping *0[1]       0.00000 0.00000    0   119170    141    120923     82558      533110     407057     323600     20      366      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
765    secd             0.0  00:06.53 2     1    75     5024K 256K  1392K 765   1     sleeping *0[1]       0.00000 0.00000    262 17325     127    121347     113394     176338     272998     99917      232     61       0.0   0      0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
764    secd             0.0  00:00.24 2     1    47     3184K 0B    1728K 764   1     sleeping *0[1]       0.00000 0.00000    205 4697      108    1365       890        7220       2956       3541       148     1        0.0   0      0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
759    countryd         0.0  00:08.00 2     1    37     3008K 0B    640K  759   1     sleeping *0[803]     0.00000 0.00000    0   13443     97     10507      5982       187779     21609      21163      7       8        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
758    containermanager 0.0  00:00.14 2     1    35     2768K 0B    1776K 758   1     sleeping *0[1]       0.00000 0.00000    205 3358      99     1148       922        2362       3084       1672       2       0        0.0   0      0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
757    trustd           0.0  00:02.92 2     1    68     6512K 336K  4288K 757   1     sleeping *0[66]      0.00000 0.00000    205 20138     123    1272       2200       77418      9357       27214      162     219      0.0   0      0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
756    cfprefsd         0.0  00:00.74 2     1    36     2256K 0B    1232K 756   1     sleeping *0[787]     0.00000 0.00000    205 5813      91     1658       1891       32506      4612       4555       2       4        0.0   0      0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
755    secinitd         0.0  00:00.25 2     1    44     3344K 0B    3072K 755   1     sleeping *0[1]       0.00000 0.00000    205 2909      108    275        401        2174       886        562        2       2        0.0   0      0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
754    modelcatalogd    0.0  01:39.98 2     1    57     7136K 0B    1136K 754   1     sleeping *0[1160]    0.00000 0.00000    0   105651    168    49313      34337      1584151    140053     267671     2292    13       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
753    distnoted        0.0  00:17.40 3     2    30     1680K 0B    768K  753   1     sleeping *0[1]       0.00000 0.00000    205 29710     87     847        129682     1431526    131475     320515     2       73       0.0   0      0      40     _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
752    com.apple.geod   0.0  00:23.93 3     1    83     7008K 16K   2464K 752   1     sleeping *0[2971]    0.00000 0.00000    205 76554     147    10675      7138       444314     20565      208159     511     883      0.0   0      0      0      _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
748    captiveagent     0.0  00:02.24 2     1    55     3904K 0B    864K  748   1     sleeping *0[119]     0.00000 0.00000    258 8918      120    3965       2538       47350      11427      14697      159     104      0.0   0      0      0      _captiveagent          N/A    N/A   N/A   N/A   N/A   N/A  
747    systemstats      0.0  00:09.94 4     1    160    3376K 0B    1200K 531   531   sleeping  0[0]       0.00000 0.00000    0   97031     60     211087     86472      426738     446467     423165     94      106      0.0   0      0      30     root                   N/A    N/A   N/A   N/A   N/A   N/A  
746    ThunderboltAcces 0.0  00:00.08 2     1    97     2672K 0B    2416K 746   1     sleeping  0[0]       0.00000 0.00000    278 923       91     660        322        1035       606        641        13      0        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
745    wifianalyticsd   0.0  00:24.37 2     1    87     7649K 0B    3024K 745   1     sleeping *0[601]     0.00000 0.00000    0   44068     124    17870      10161      170277     31328      47741      346     30       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
744    distnoted        0.0  00:19.58 3     2    33     1728K 0B    736K  744   1     sleeping *0[1]       0.00000 0.00000    278 29659     87     857        129702     1527666    131501     333540     2       73       0.0   0      0      40     _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
743    UARPUpdaterServi 0.0  00:12.36 2     1    56     12M   0B    7744K 743   1     sleeping *0[3]       0.00000 0.00000    278 44244     118    62292      36782      155085     118602     127583     1556    319      0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
742    UARPUpdaterServi 0.0  00:00.05 2     1    29     2256K 0B    1952K 742   1     sleeping *0[3]       0.00000 0.00000    278 907       98     145        68         650        278        206        11      0        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
741    UARPUpdaterServi 0.0  00:00.16 2     1    39     3104K 0B    2784K 741   1     sleeping *0[3]       0.00000 0.00000    278 4359      112    531        482        2390       1715       1214       140     1        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
740    UARPUpdaterServi 0.0  00:00.04 2     1    30     2624K 0B    2368K 740   1     sleeping *0[3]       0.00000 0.00000    278 826       88     149        69         528        292        224        3       0        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
739    UARPUpdaterServi 0.0  00:00.15 2     1    42     2864K 0B    2528K 739   1     sleeping *0[3]       0.00000 0.00000    278 3874      104    407        414        2397       1368       1276       110     0        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
738    sysmond          0.0  02:46.94 2     1    18     1600K 0B    624K  738   1     sleeping *0[6]       0.00000 0.00000    0   20950     88     5659230    3309848    6506285    5069785    1140351    58      8        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
737    com.apple.Mobile 0.0  00:00.92 2     1    51     3664K 0B    2528K 737   1     sleeping *0[236]     0.00000 0.00000    0   2510      111    2304       1396       6646       2753       2304       95      2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
734    WiFiCloudAssetsX 0.0  00:00.04 2     1    26     2752K 0B    2416K 734   1     sleeping *0[1]       0.00000 0.00000    0   1662      96     161        94         663        311        266        4       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
733    wifip2pd         0.0  01:39.17 3     2    68     6641K 0B    2576K 733   1     sleeping *0[56778]   0.00000 0.00000    0   56041     167    163702     1293732    3013999    2451599    1468476    660     57       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
730    searchpartyd     0.0  02:10.84 5     3    127    10M   400K  3296K 730   1     sleeping *0[66582]   0.00000 0.00000    0   148291    219    158638     126785     2617285    408345     836131     3947    129      0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
728    com.apple.geod   0.0  00:18.61 2     1    66     6848K 0B    3680K 728   1     sleeping *0[222]     0.00000 0.00000    262 77052     146    5890       2611       319556     8793       159508     1001    789      0.0   0      0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
726    writeconfig      0.0  00:00.07 2     1    42     2848K 0B    2560K 726   1     sleeping *0[4]       0.00000 0.00000    0   2659      103    289        444        1886       960        681        17      2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
722    symptomsd-diag   0.0  00:01.05 2     1    99     5520K 0B    4448K 722   1     sleeping *0[299]     0.00000 0.00000    0   13402     124    3556       2553       24524      10625      11704      1045    5        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
719    distnoted        0.0  00:17.89 3     2    31     1712K 0B    768K  719   1     sleeping *0[1]       0.00000 0.00000    200 29680     87     852        129698     1431969    131481     323028     2       74       0.0   0      0      40     _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
718    distnoted        0.0  00:18.58 3     2    31     1728K 0B    720K  718   1     sleeping *0[1]       0.00000 0.00000    294 29729     87     846        129699     1430857    131490     333599     2       74       0.0   0      0      40     _audiomxd              N/A    N/A   N/A   N/A   N/A   N/A  
717    CategoriesServic 0.0  00:01.18 2     1    58     6640K 0B    5584K 717   1     sleeping *0[111]     0.00000 0.00000    0   15820     125    1088       777        43880      2546       17834      43      117      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
716    softwareupdated  0.0  01:15.02 3     1    166    17M   0B    10M   716   1     sleeping *0[1380]    0.00000 0.00000    200 119147    172    957590     478078     620116     682468     353762     1545    316      0.0   0      0      0      _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
714    containermanager 0.0  00:00.10 2     1    35     2848K 0B    1888K 714   1     sleeping *0[1]       0.00000 0.00000    262 3298      101    1183       938        2986       3144       1849       2       0        0.0   0      0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
712    PerfPowerTelemet 0.0  00:00.15 2     1    24     3744K 0B    3440K 712   1     sleeping *0[43]      0.00000 0.00000    0   2993      93     309        305        2622       772        831        13      0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
709    rtcreportingd    0.0  00:23.39 3     1    99     5952K 112K  864K  709   1     sleeping *0[1]       0.00000 0.00000    0   35793     137    18618      13610      617048     75790      176033     919     421      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
708    trustd           0.0  00:02.93 2     1    70     6608K 336K  4416K 708   1     sleeping *0[54]      0.00000 0.00000    262 20169     123    1270       2213       76816      9308       28599      181     208      0.0   0      0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
707    cfprefsd         0.0  00:00.92 2     1    33     2256K 0B    1216K 707   1     sleeping *0[1475]    0.00000 0.00000    262 5632      89     2397       2619       44151      6081       5529       2       10       0.0   0      0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
706    secinitd         0.0  00:00.40 2     1    52     3904K 0B    2480K 706   1     sleeping *0[1]       0.00000 0.00000    262 6298      110    329        1559       10231      3077       3647       2       5        0.0   0      0      0      _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
705    suhelperd        0.0  00:00.24 2     1    45     7856K 0B    6464K 705   1     sleeping *0[557]     0.00000 0.00000    0   5627      107    1095       1081       13450      3851       2051       52      2        0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
704    osanalyticshelpe 0.0  00:13.28 2     1    118    5808K 0B    2176K 704   1     sleeping *0[220]     0.00000 0.00000    0   18410     149    54044      50354      70089      117279     45985      499     0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
702    appleh13camerad  0.0  27:24.82 5     2    117    4496K 0B    976K  702   1     sleeping *0[1]       0.00000 0.00000    262 24929     121    34015480   23438589   29420319   57472347   10723292   223     10085    0.0   0      0      140    _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
701    com.apple.cmio.v 0.0  00:00.95 3     1    78     3584K 0B    1584K 701   1     sleeping *0[1]       0.00000 0.00000    262 7921      107    7203       3787       35122      20872      14532      46      7        0.0   0      0      40     _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
700    com.obsproject.o 0.0  00:38.56 4     3    77     5937K 0B    3344K 700   1     sleeping *0[1]       0.00000 0.00000    262 5528      132    6660       3386       2018112    12027      1288026    191     12701    0.0   0      0      40     _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
699    backgroundtaskma 0.0  00:10.10 2     1    88     5008K 0B    3216K 699   1     sleeping *0[542]     0.00000 0.00000    0   18255     119    2358       2649       1653066    7878       121075     64      10       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
698    tzlinkd          0.0  00:00.03 2     1    27     1440K 0B    1216K 698   1     sleeping *0[1]       0.00000 0.00000    0   637       69     115        51         1023       213        168        2       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
696    modelmanagerd    0.0  00:08.19 2     1    111    12M   0B    7520K 696   1     sleeping *399[14]    0.00000 0.00000    301 56351     217    113116     108330     205367     264227     83257      817     17       0.0   0      0      85     _modelmanagerd         N/A    N/A   N/A   N/A   N/A   N/A  
695    triald_system    0.0  00:30.81 2     1    95     5264K 128K  1472K 695   1     sleeping *0[578]     0.00000 0.00000    0   22245     148    7898       5230       611578     26865      161977     828     12       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
692    containermanager 0.0  00:00.07 2     1    31     2512K 0B    2240K 692   1     sleeping *0[136]     0.00000 0.00000    202 1602      93     609        524        2927       1105       858        8       0        0.0   0      0      0      _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
689    audioanalyticsd  0.0  02:47.36 2     1    220    4784K 0B    960K  689   1     sleeping *0[2556]    0.00000 0.00000    0   204320    142    14418      105768     1818685    140421     851175     356     1349     0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
688    mobileactivation 0.0  00:02.56 3     1    87     5360K 0B    2704K 688   1     sleeping *0[1263]    0.00000 0.00000    0   14380     125    9754       8827       91819      25372      32745      76      51       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
687    distnoted        0.0  00:21.52 3     2    33     1680K 0B    752K  687   1     sleeping *0[1]       0.00000 0.00000    262 30085     87     847        129699     1793872    131496     335638     2       73       0.0   0      0      40     _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
684    com.apple.AppleU 0.0  00:03.39 2     1    119    1168K 0B    304K  684   1     sleeping  0[1]       0.00000 0.00000    270 40534     60     51379      33202      61238      60976      21598      114     2        0.0   0      0      150    _driverkit             N/A    N/A   N/A   N/A   N/A   N/A  
683    com.apple.Driver 0.0  00:00.37 2     1    69     832K  0B    416K  683   1     sleeping  0[1]       0.00000 0.00000    270 967       60     7184       4749       4997       4904       11565      60      0        0.0   0      0      150    _driverkit             N/A    N/A   N/A   N/A   N/A   N/A  
682    com.apple.Driver 0.0  01:44:27 7     5    1410   32M   0B    1984K 682   1     sleeping  0[1]       0.00000 0.00000    270 4746661   63     17389120   27315056   99776939   89304397   98508166   929     10269221 0.0   0      0      150    _driverkit             N/A    N/A   N/A   N/A   N/A   N/A  
680    storagekitd      0.0  00:47.64 8     1    330    6784K 48K   1648K 680   1     sleeping *0[657]     0.00000 0.00000    0   73498     158    598728     386538     2029912    702673     427497     347     50       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
679    com.apple.CodeSi 0.0  00:03.46 2     1    20     2032K 0B    832K  679   1     sleeping *0[2420]    0.00000 0.00000    0   14860     90     7926       10197      421023     22590      19121      4       1        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
678    audioclocksyncd  0.0  05:36.67 3     2    53     2960K 0B    1216K 678   1     sleeping *0[1]       0.00000 0.00000    0   5924      89     795825     3652799    9819170    7057367    6877824    21      149      0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
677    colorsyncd       0.0  00:01.47 2     1    33     2304K 0B    1360K 677   1     sleeping *0[5151]    0.00000 0.00000    0   2572      87     5698       5655       98304      11444      8657       7       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
675    com.apple.ColorS 0.0  00:00.03 2     1    25     1680K 0B    1440K 675   1     sleeping *0[81]      0.00000 0.00000    0   1763      84     205        413        2427       748        391        7       2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
674    findmybeaconingd 0.0  00:00.28 2     1    37     4256K 0B    4032K 674   1     sleeping *0[137]     0.00000 0.00000    0   3767      125    659        600        6307       2206       2655       226     0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
673    AudioComponentRe 0.0  00:00.23 2     1    42     3072K 32K   1280K 673   1     sleeping *0[405]     0.00000 0.00000    0   5103      95     1126       1041       7281       2610       1513       40      0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
672    audiomxd         0.0  00:22.63 4     1    268    5360K 0B    1280K 672   1     sleeping *0[1]       0.00000 0.00000    294 102453    137    233811     208073     1433168    835266     677676     176     81       0.0   0      0      140    _audiomxd              N/A    N/A   N/A   N/A   N/A   N/A  
671    WirelessRadioMan 0.0  01:08.01 3     2    73     3760K 0B    1280K 671   1     sleeping *0[1]       0.00000 0.00000    0   31514     111    261257     246941     2375067    552942     561731     168     104      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
669    cloudd           0.0  00:09.28 4     1    125    8544K 0B    3792K 669   1     sleeping *0[110]     0.00000 0.00000    0   36766     175    18002      10801      261794     46471      96829      331     255      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
667    securityd_system 0.0  00:17.29 2     1    34     3664K 32K   1760K 667   1     sleeping *0[30199]   0.00000 0.00000    0   12755     103    153660     153139     1090275    340372     253406     61      13       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
666    backupd          0.0  00:59.52 2     1    49     3456K 0B    1584K 666   1     sleeping *0[21544]   0.00000 0.00000    0   74457     115    457596     293085     1986370    618849     285766     422     128      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
663    colorsync.displa 0.0  00:00.72 2     1    43     2512K 0B    1008K 663   1     sleeping *0[195]     0.00000 0.00000    0   5446      87     1931       556        25840      5124       4406       17      0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
660    com.apple.Mobile 0.0  00:02.63 3     2    44     4273K 0B    3056K 660   1     sleeping *0[3]       0.00000 0.00000    0   20006     120    412        1061       74330      1708       34346      112     204      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
658    sysextd          0.0  00:00.12 2     1    46     3456K 0B    3088K 658   1     sleeping *0[41]      0.00000 0.00000    0   3012      118    625        594        5948       1919       1311       94      2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
652    authd            0.0  00:16.36 3     2    116    5121K 144K  1520K 652   1     sleeping *0[79521]   0.00000 0.00000    0   20496     468    115193     110019     1029931    248484     250371     130     17       0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
650    cryptexd         0.0  00:00.02 2     1    30     2320K 0B    2032K 650   1     sleeping *0[1]       0.00000 0.00000    0   765       111    368        178        475        373        144        119     0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
646    socketfilterfw   0.0  00:00.05 2     1    51     2512K 0B    2240K 646   1     sleeping *0[8]       0.00000 0.00000    0   2973      96     321        393        1356       1335       638        30      0        0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
643    biomed           0.0  00:45.74 2     1    93     5472K 0B    1280K 643   1     sleeping *0[50554]   0.00000 0.00000    289 34564     158    138850     150030     1394518    350984     189497     4107    37       0.0   0      0      0      _biome                 N/A    N/A   N/A   N/A   N/A   N/A  
642    mDNSResponderHel 0.0  00:18.08 3     1    48     3024K 0B    1184K 642   1     sleeping *0[1]       0.00000 0.00000    0   5068      100    994104     497405     502675     498994     546132     11      7928     0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
641    distnoted        0.0  00:21.43 3     2    36     1728K 0B    704K  641   1     sleeping *0[1]       0.00000 0.00000    0   29394     87     850        129715     1281479    131517     339614     2       73       0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
639    distnoted        0.0  00:19.20 3     2    30     1664K 0B    736K  639   1     sleeping *0[1]       0.00000 0.00000    202 29747     87     845        129698     1432243    131496     321373     2       75       0.0   0      0      40     _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
638    syspolicyd       0.0  17:49.36 3     1    248    64M   208K  58M   638   1     sleeping *0[1]       0.00000 0.00000    0   1091394   233    735505     300882     23222566   2211830    5587444    548938  729      0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
637    symptomsd        0.0  06:01.36 3     2    251    8736K 128K  2880K 637   1     sleeping *0[119428]  0.00000 0.00000    24  60068     179    352912     212219     11409076   811498     3287226    1282    3804     0.0   0      0      140    _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
636    airportd         0.0  52:12.10 8     6    390    18M   0B    1856K 636   1     sleeping *1[1]       0.00000 0.00000    0   5751474   201    19049111   10123554   93386815   26502666   24804731   1664    18712    0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
633    secinitd         0.0  00:00.64 2     1    47     4144K 0B    2624K 633   1     sleeping *0[14]      0.00000 0.00000    0   7007      109    424        1171       9160       2380       3631       56      5        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
632    distnoted        0.0  00:21.05 3     2    31     1680K 0B    736K  632   1     sleeping *0[1]       0.00000 0.00000    88  29771     87     846        129711     1432984    131511     342247     2       75       0.0   0      0      40     _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
630    containermanager 0.0  00:00.19 2     1    41     4736K 0B    3664K 630   1     sleeping *2[1]       0.00000 0.00000    0   4374      99     1590       1164       4344       4409       2483       130     0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
629    hidd             0.0  00:00.06 2     1    35     2048K 0B    944K  629   1     sleeping *0[1]       0.00000 0.00000    261 2947      87     717        681        3525       2650       1119       3       0        0.0   0      0      0      _hidd                  N/A    N/A   N/A   N/A   N/A   N/A  
628    eligibilityd     0.0  00:50.26 2     1    42     4832K 32K   672K  628   1     sleeping *0[823]     0.00000 0.00000    0   40091     135    30915      9293       784435     170652     161991     279     14       0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
627    systemstatusd    0.0  01:00.76 2     1    70     4896K 0B    1232K 627   1     sleeping *0[13395]   0.00000 0.00000    0   78532     97     80559      28006      463056     113665     268793     36      227      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
626    PowerUIAgent     0.0  00:15.44 2     1    78     4640K 0B    1072K 626   1     sleeping *0[1]       0.00000 0.00000    0   16957     143    50994      23151      239787     94724      99636      1474    8        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
625    backupd-helper   0.0  00:06.63 2     1    76     3008K 0B    1040K 625   1     sleeping  0[0]       0.00000 0.00000    0   16274     115    65514      26928      250840     118326     63980      373     0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
618    mobileassetd     0.0  13:21.14 3     1    243    14M   0B    3440K 618   1     sleeping *0[3293]    0.00000 0.00000    0   1014729   180    410249     275835     6957970    853861     2100351    54869   389      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
617    nehelper         0.0  00:18.23 2     1    170    4864K 0B    2432K 617   1     sleeping *0[8390]    0.00000 0.00000    0   87913     126    43670      26975      627660     86520      106032     239     14       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
616    biometrickitd    0.0  00:00.84 2     1    82     4320K 0B    2176K 616   1     sleeping *0[1]       0.00000 0.00000    0   8338      117    5964       5675       43275      14457      14122      186     14       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
615    accessoryd       0.0  00:01.26 2     1    100    3456K 0B    1984K 615   1     sleeping *0[1]       0.00000 0.00000    0   6620      113    76517      61739      26800      128759     23421      250     5        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
614    nsurlsessiond    0.0  00:34.78 5     2    98     6272K 0B    1664K 614   1     sleeping *0[189]     0.00000 0.00000    242 112909    152    19373      9318       1227807    36893      641255     194     3060     0.0   0      0      40     _nsurlsessiond         N/A    N/A   N/A   N/A   N/A   N/A  
613    aned             0.0  00:31.94 4     1    121    4785K 0B    1184K 613   1     sleeping *0[4303]    0.00000 0.00000    0   601094    3711   94162      69294      496531     149410     140359     46812   102      0.0   0      0      140    root                   N/A    N/A   N/A   N/A   N/A   N/A  
612    WindowServer     0.0  28:31:16 22    6    6312   700M  66M   213M  612   1     sleeping *0[1]       0.00000 0.00000    88  143998224 239720 2147483647 1642725084 1812369715 2147483647 696131152  6398    4513809  0.0   0      0      170    _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
611    apfsd            0.0  01:40.12 2     1    78     3984K 0B    2688K 611   1     sleeping *0[1]       0.00000 0.00000    0   16514     112    33075      3178       8010525    53948      490109     33      1        0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
610    liquiddetectiond 0.0  00:01.15 2     1    39     1856K 0B    784K  610   1     sleeping  0[0]       0.00000 0.00000    0   4131      87     11257      6439       9100       12384      2895       84      2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
609    trustdFileHelper 0.0  00:00.06 2     1    30     2560K 0B    2256K 609   1     sleeping *0[5]       0.00000 0.00000    0   2159      93     149        356        1777       675        374        4       2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
608    mDNSResponder    0.0  12:15.15 3     1    123    8545K 0B    1200K 608   1     sleeping *0[1]       0.00000 0.00000    65  204751    161    1258762    567331     19293076   1898832    7136286    213     123958   0.0   0      0      40     _mdnsresponder         N/A    N/A   N/A   N/A   N/A   N/A  
607    lsd              0.0  01:15.68 2     1    184    7153K 0B    3760K 607   1     sleeping *0[4662]    0.00000 0.00000    0   229396    38069  39883      27713      3920920    86347      266821     2755    13       0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
605    analyticsd       0.0  01:46.13 2     1    971    7904K 1136K 3072K 605   1     sleeping *2507[6]    0.00000 0.00000    263 212466    159    1045807    632198     2628117    1911227    702223     1680    112      0.0   0      0      140    _analyticsd            N/A    N/A   N/A   N/A   N/A   N/A  
604    trustd           0.0  09:52.09 2     1    195    8752K 1008K 2976K 604   1     sleeping *0[94315]   0.00000 0.00000    282 51128     129    335487     319400     7902501    3499804    1102398    470     611      0.0   0      0      0      _trustd                N/A    N/A   N/A   N/A   N/A   N/A  
603    runningboardd    0.0  48:30.49 2     1    1397   13M   0B    1392K 603   1     sleeping *134[1]     0.00000 0.00000    0   349839    133    6097406    5121625    68524071   12918055   13592553   307     4839     0.0   0      0      180    root                   N/A    N/A   N/A   N/A   N/A   N/A  
